,# BATH,# BED,# BLDG,# COMM,# FIREPLACE,# FLOORS,# POWDER,# ROOMS,# UNITS,# UNITS.1,ADDRESS,AIRPORT NOISE,ATTIC,ATTIC COND,BASEMENT,BASEMENT COND,BATH,BED,BLDG ASSD $ PY,BLDG CAT,BLDG CODE,BLDG CODE DEF,BLDG CODE.1,CATHEDRAL CEILING,CENTRAL AIR,CENTRAL AIR ,CENTRAL HEATING,CITY,CONST QUALITY,Deed No.,ENCLOSED PORCH,EXT MATERIAL,FEMA,GARAGE 1,GARAGE 1 AREA,GARAGE 1 MATERIAL,GARAGE AREA,GARAGE ATTACHED,GSF,INT COND,LAND ASSD $ PY,LAND ASSD $ py,LAND SF,LATITUDE,LONGITUDE,Modeling Group,NEIGHBORHOOD,Near Major Road,OTHER HEATING,PIN,ROOF MATERIAL,STATE,Sale Date,TAX YEAR,TOWN,Total Building Square Feet,Town and Neighborhood,YEAR BUILT,ZIP,SALE PRICE,SALE DATE,PROPERTY TYPE
328,4,5,3,0,1,3,1,11,,,438 WEST EUGENIE STREET,0,3,0,1,1,,,1370000,3,206,2 OR MORE STORIES,,1,1,,1,,2,,3,2,0,2,0,2,,0,,2,330000,,3000,41.9130582535748,-87.6402025827085,SF,12,0,5,14333220150000,2,,,2019,74,,7412,1880.0,,4100000.0,2020-02-25 00:00:00,Single Family Residence
329,4,4,2,2,1,2,1,7,,,1800 WEST LAKE STREET,0,1,3,3,3,,,271760,2,211,MULTI: 2 TO 6 UNITS,,2,0,,2,,2,,3,2,0,0,0,0,,0,,2,13740,,1964,41.8930211819483,-87.8555366670349,MF,42,1,5,15101060480000,2,,,2019,31,,3142,1911.0,,1650000.0,2015-10-29 00:00:00,"Store, Retail Outlet"
330,1,2,2,0,1,1,0,3,,,2631 WEST EVERGREEN AVENUE,0,3,0,2,3,,,214440,1,202,SMALL 1 STORY,,0,0,,1,,2,,3,1,0,0,0,0,,0,,2,79680,,3125,41.9054368151058,-87.6932992916188,SF,30,0,5,16012230100000,1,,,2019,77,,7730,1898.0,,2730000.0,2020-02-10 00:00:00,Single Family Residence
331,3,3,2,0,1,3,0,12,,,1239 NORTH ROCKWELL STREET,0,3,0,1,3,,,455740,3,211,MULTI: 2 TO 6 UNITS,,0,0,,2,,2,,3,2,0,0,0,0,,0,,2,80320,,3150,41.9041961356445,-87.6916306097593,MF,30,0,5,16012260080000,2,,,2019,77,,7730,1892.0,,295000.0,2020-02-14 00:00:00,Apartment house (5+ units)
332,10,15,2,0,1,3,5,30,,,2450 WEST THOMAS STREET,0,3,0,1,1,,,125550,3,211,MULTI: 2 TO 6 UNITS,,2,1,,1,,2,,3,2,0,0,0,0,,0,,2,73440,,2880,41.9014347970785,-87.6890025441463,MF,30,0,5,16014070260000,6,,,2019,77,,7730,2019.0,,450000.0,2020-02-05 00:00:00,Apartment house (5+ units)
333,10,15,2,0,1,3,5,30,,,2448 WEST THOMAS STREET,0,3,0,1,1,,,84380,3,211,MULTI: 2 TO 6 UNITS,,2,1,,1,,2,1915606308,3,2,0,0,0,0,,0,,2,73440,,2880,41.9014356879256,-87.6889145969774,MF,30,0,5,16014070270000,6,,,2019,77,,7730,2019.0,,450000.0,2020-02-05 00:00:00,Single Family Residence
334,2,4,2,0,1,2,0,8,,,2536 WEST WALTON STREET,0,3,0,1,1,,,338970,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,2,0,2,0,1,,0,,2,79680,,3125,41.8986915678337,-87.6908527424031,MF,30,0,2,16014190310000,2,,,2019,77,,7730,1900.0,,375000.0,2020-02-25 00:00:00,Apartment house (5+ units)
335,2,3,2,0,1,2,0,7,,,1505 NORTH MONTICELLO AVENUE,0,3,0,4,3,,,199630,2,205,2 OR MORE STORIES,,0,0,,1,,2,,1,2,0,2,0,1,,0,,2,41660,,2976,41.9084292299194,-87.7176164778849,SF,20,0,5,16021070250000,2,,,2019,77,,7720,1890.0,,264000.0,2020-02-11 00:00:00,Single Family Residence
336,1,2,2,0,1,1,0,4,,,1455 NORTH HARDING AVENUE,0,3,0,2,3,,,123450,1,202,SMALL 1 STORY,,0,0,,1,,2,,3,1,0,0,0,0,,0,,2,41660,,2976,41.907902665054,-87.7248934770877,SF,20,0,5,16021090020000,1,,,2019,77,,7720,1960.0,,275000.0,2020-02-24 00:00:00,Single Family Residence
337,2,3,2,0,1,2,0,6,,,1422 NORTH LAWNDALE AVENUE,0,2,1,4,3,,,202130,2,205,2 OR MORE STORIES,,2,0,,1,,2,1925308062,3,3,0,2,0,1,,0,,2,43400,,3100,41.9070643382191,-87.7194862918657,SF,20,0,5,16021130380000,1,,,2019,77,,7720,1905.0,,408000.0,2020-02-18 00:00:00,Single Family Residence
338,1,2,2,0,1,1,0,4,,,1225 NORTH PULASKI ROAD,0,3,0,2,3,,,81280,1,202,SMALL 1 STORY,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,44060,,3750,41.9034449022057,-87.7259746531244,SF,40,1,5,16021250120000,1,,,2019,77,,7740,1910.0,,320000.0,2020-02-18 00:00:00,Single Family Residence
339,2,5,2,0,1,2,0,11,,,3235 WEST LE MOYNE STREET,0,1,3,1,3,,,238270,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,2,0,2,0,1,,0,,2,43400,,3100,41.9080108439865,-87.7083156976448,MF,20,0,2,16022110100000,1,,,2019,77,,7720,1905.0,,450000.0,2020-02-06 00:00:00,Apartment house (5+ units)
340,1,2,2,0,1,1,0,6,,,3313 WEST HIRSCH STREET,0,3,0,1,3,,,212860,1,203,MEDIUM 1 STORY,,2,1,,2,,2,,3,2,0,2,0,1,,0,,2,43400,,3100,41.906178818502,-87.7099687922813,SF,20,0,5,16022180170000,2,,,2019,77,,7720,1895.0,,290000.0,2020-02-07 00:00:00,Single Family Residence
341,1,2,2,0,1,1.5,0,7,,,3326 WEST DIVISION STREET,0,1,1,1,3,,,228050,5,203,MEDIUM 1 STORY,,2,1,,1,,2,,3,3,0,2,0,1,,0,,2,43400,,3100,41.903076468142,-87.7103239886415,SF,20,0,5,16022270350000,1,,,2019,77,,7720,1900.0,,445000.0,2020-02-07 00:00:00,Single Family Residence
342,5,6,2,1,1,2,0,9,,,1045 NORTH PULASKI ROAD,0,1,3,3,3,,,121600,2,212,MIXED USE,,2,0,,2,,2,,3,2,0,0,0,0,,0,,2,73430,,6250,41.9003518314789,-87.7258815689035,MF,40,1,5,16023090050000,2,,,2019,77,,7740,1915.0,,130000.0,2020-01-31 00:00:00,Apartment house (5+ units)
343,2,4,2,0,1,1.5,1,9,,,1037 NORTH HAMLIN AVENUE,0,1,1,1,2,,,135320,5,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,1,2,0,0,0,0,,0,,2,36710,,3125,41.9001514296902,-87.7209957031049,MF,40,0,5,16023130100000,1,,,2019,77,,7740,1910.0,,360000.0,2020-02-06 00:00:00,Apartment house (5+ units)
344,2,5,2,0,1,2,0,11,,,946 NORTH AVERS AVENUE,0,3,0,2,3,,,109450,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,42590,,3625,41.8986109528544,-87.7228667836329,MF,40,0,5,16023190260000,1,,,2019,77,,7740,1910.0,,201000.0,2020-01-28 00:00:00,Apartment house (5+ units)
345,2,2,2,0,1,1,0,4,,,4152 WEST POTOMAC AVENUE,0,3,0,3,3,,,101160,1,202,SMALL 1 STORY,,0,0,,2,,2,,3,1,0,1,0,1,,0,,2,43400,,3100,41.9046657850395,-87.7309210036143,SF,20,0,2,16032260220000,1,,,2019,77,,7720,1900.0,,24000.0,2020-02-05 00:00:00,Single Family Residence
346,2,4,2,0,1,2,0,8,,,4050 WEST CRYSTAL STREET,0,3,0,2,3,,,156490,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,1,0,2,0,1,,0,,2,52940,,3782,41.9038104337022,-87.728375388437,MF,20,0,5,16032310170000,1,,,2019,77,,7720,1915.0,,260000.0,2020-02-04 00:00:00,Apartment house (5+ units)
347,2,4,2,0,1,2,0,6,,,4339 WEST CORTEZ STREET,0,3,0,2,3,,,135390,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,1,0,1,0,1,,0,,2,44100,,3150,41.89952093451,-87.7351585442982,MF,20,0,5,16034100080000,1,,,2019,77,,7720,1900.0,,285000.0,2020-02-21 00:00:00,Apartment house (5+ units)
348,2,3,2,0,1,1.5,0,8,,,901 NORTH KEELER AVENUE,0,1,2,1,3,,,137150,5,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,1,2,0,2,0,1,,0,,2,49350,,3525,41.8972560010346,-87.730715313144,MF,20,0,5,16034200200000,1,,,2019,77,,7720,1915.0,,264000.0,2020-02-14 00:00:00,Apartment house (5+ units)
349,1,2,2,0,1,1,0,4,,,853 NORTH KILDARE AVENUE,0,3,0,2,3,,,105920,1,203,MEDIUM 1 STORY,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,55110,,3937,41.896850193849,-87.7331697531385,SF,20,0,5,16034260490000,1,,,2019,77,,7720,1960.0,,110000.0,2020-02-04 00:00:00,Single Family Residence
350,1,3,2,0,1,1,0,5,,,1425 NORTH LONG AVENUE,0,3,0,2,3,,,102080,1,203,MEDIUM 1 STORY,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,37440,,3840,41.9066019263343,-87.760490270876,SF,11,0,5,16041120100000,1,,,2019,77,,7711,1925.0,,130000.0,2020-02-19 00:00:00,Single Family Residence
351,2,4,2,0,2,2,0,8,,,1434 NORTH LARAMIE AVENUE,0,3,0,1,3,,,152680,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,1,2,0,2,0,2,,0,,2,31200,,3200,41.9069485383839,-87.756243099097,MF,11,0,2,16041150250000,2,,,2019,77,,7711,1918.0,,206000.0,2020-02-05 00:00:00,Apartment house (5+ units)
352,2,4,2,0,1,2,0,7,,,1310 NORTH LOCKWOOD AVENUE,0,3,0,1,3,,,157490,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,1,2,0,2,0,1,,0,,2,44750,,4590,41.9044461101945,-87.7587058303068,MF,11,0,5,16041190340000,1,,,2019,77,,7711,1925.0,,279500.0,2020-02-06 00:00:00,Condominium
353,3,6,2,0,1,3,0,15,,,5320 WEST DIVISION STREET,0,3,0,1,3,,,185740,3,211,MULTI: 2 TO 6 UNITS,,0,0,,2,,2,,3,2,0,2,0,2,,0,,2,30220,,3100,41.9024721593842,-87.7591765668949,MF,11,0,5,16041310350000,2,,,2019,77,,7711,1928.0,,145000.0,2020-02-14 00:00:00,Apartment house (5+ units)
354,1,3,2,0,1,1,0,5,,,1532 NORTH LAWLER AVENUE,0,3,0,2,3,,,99740,1,203,MEDIUM 1 STORY,,0,0,,1,,2,,3,1,0,2,0,1,,0,,2,38080,,3906,41.9087164478779,-87.752596409777,SF,11,0,5,16042020180000,1,,,2019,77,,7711,1922.0,,150000.0,2020-02-07 00:00:00,Single Family Residence
355,1,4,2,0,1,1.5,0,7,,,4923 WEST CRYSTAL STREET,0,1,1,1,3,,,132080,5,203,MEDIUM 1 STORY,,2,0,,1,,2,,3,2,0,2,0,1,,0,,2,36270,,3720,41.9029640495018,-87.7493821288958,SF,11,0,5,16042240130000,1,,,2019,77,,7711,1920.0,,211000.0,2020-02-04 00:00:00,Single Family Residence
356,1,5,2,0,1,1.5,1,9,,,1058 NORTH LOCKWOOD AVENUE,0,1,1,1,3,,,182160,5,204,LARGE 1 STORY,,1,0,,2,,2,1913712005,3,1,0,2,0,1,,0,,2,38190,,4494,41.9002532249048,-87.7585600557706,SF,13,0,5,16043130180000,1,,,2019,77,,7713,1917.0,,309000.0,2020-02-10 00:00:00,Single Family Residence
357,1,3,2,0,1,1,0,4,,,4827 WEST HADDON AVENUE,0,3,0,2,3,,,91490,1,203,MEDIUM 1 STORY,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,34270,,4032,41.9011580138833,-87.7470761000164,SF,13,0,5,16044060110000,1,,,2019,77,,7713,1924.0,,175000.0,2020-02-04 00:00:00,Single Family Residence
358,2,3,2,0,1,2,0,8,,,1022 NORTH LEAMINGTON AVENUE,0,3,0,1,3,,,106230,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,1,0,1,0,1,,0,,2,26770,,3150,41.8993381382289,-87.7548343268235,MF,13,0,5,16044070300000,1,,,2019,77,,7713,1916.0,,188000.0,2020-02-03 00:00:00,Apartment house (5+ units)
359,1,3,2,0,1,2,0,5,,,1022 NORTH LAWLER AVENUE,0,3,0,2,3,,,116530,2,205,2 OR MORE STORIES,,0,0,,1,,2,,3,1,0,2,0,1,,0,,2,32130,,3780,41.8993306730752,-87.7523830471148,SF,13,0,5,16044090330000,1,,,2019,77,,7713,1920.0,,191000.0,2020-02-03 00:00:00,Single Family Residence
360,2,4,2,0,1,2,0,10,,,4847 WEST AUGUSTA BOULEVARD,0,3,0,1,3,,,128190,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,2,0,0,0,0,,0,,2,26770,,3150,41.8983887220649,-87.7477811060737,MF,13,1,5,16044200040000,2,,,2019,77,,7713,1920.0,,145000.0,2020-01-28 00:00:00,Apartment house (5+ units)
361,3,4,2,0,1,2,0,13,,,4852 WEST RICE STREET,0,3,0,1,2,,,170100,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,1,2,0,2,0,1,,0,,2,25710,,3025,41.8961851315335,-87.7479336872491,MF,13,0,5,16044280190000,2,,,2019,77,,7713,1925.0,,315000.0,2020-02-07 00:00:00,Apartment house (5+ units)
362,1,3,2,0,1,1,0,5,,,1455 NORTH MAYFIELD AVENUE,0,3,0,2,3,,,108090,1,203,MEDIUM 1 STORY,,2,0,,1,,2,,1,1,0,2,0,1,,0,,2,39890,,4092,41.9072458475942,-87.7727623288446,SF,11,0,5,16052100020000,1,,,2019,77,,7711,1922.0,,295000.0,2020-02-03 00:00:00,Single Family Residence
363,1,3,2,0,1,1,0,5,,,1307 NORTH MAYFIELD AVENUE,0,2,3,1,3,,,111040,1,203,MEDIUM 1 STORY,,0,0,,2,,2,,1,2,0,1,0,1,,0,,2,38680,,3968,41.904170419814,-87.7726580427569,SF,11,0,5,16052180170000,1,,,2019,77,,7711,1923.0,,175000.0,2020-02-13 00:00:00,Single Family Residence
364,1,2,2,0,1,1.5,0,5,,,5830 WEST RICE STREET,0,1,1,1,1,,,111070,5,203,MEDIUM 1 STORY,,2,0,,1,,2,,1,1,0,0,0,0,,0,,2,25500,,3000,41.8959429404807,-87.7715727884862,SF,13,0,5,16054250160000,1,,,2019,77,,7713,1892.0,,75000.0,2020-02-04 00:00:00,Single Family Residence
365,1,2,2,0,1,1,0,5,,,619 NORTH LOTUS AVENUE,0,2,3,1,3,,,68730,1,202,SMALL 1 STORY,,0,0,,2,,2,,3,1,0,0,0,0,,0,,2,50360,,5925,41.8916985984339,-87.7615950157344,SF,13,0,5,16091090490000,2,,,2019,77,,7713,1874.0,,140000.0,2020-02-14 00:00:00,Single Family Residence
366,1,2,2,0,1,1.5,0,4,,,605 NORTH LOCKWOOD AVENUE,0,1,1,1,3,,,109060,5,203,MEDIUM 1 STORY,,2,0,,1,,2,,1,4,0,2,0,1,,0,,2,32130,,3780,41.8914224733082,-87.7575694516244,SF,13,0,5,16091120180000,1,,,2019,77,,7713,1909.0,,136000.0,2020-02-19 00:00:00,Single Family Residence
367,2,3,2,0,1,2,0,7,,,4916 WEST HURON STREET,0,3,0,2,3,,,134300,2,205,2 OR MORE STORIES,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,25710,,3025,41.8933900002376,-87.7489202871658,SF,13,0,5,16092060380000,1,,,2019,77,,7713,1910.0,,69000.0,2020-02-19 00:00:00,Single Family Residence
368,1,3,2,0,1,1,0,5,,,640 NORTH LEAMINGTON AVENUE,0,3,0,1,3,,,102440,1,203,MEDIUM 1 STORY,,0,0,,2,,2,,3,2,0,2,0,1,,0,,2,35690,,4199,41.8925645058323,-87.7546438546108,SF,13,0,5,16092080230000,1,,,2019,77,,7713,1924.0,,105000.0,2020-02-06 00:00:00,Single Family Residence
369,3,3,2,0,1,1,1,5,,,5047 WEST ERIE STREET,0,2,3,1,3,,,101940,1,202,SMALL 1 STORY,,0,0,,1,,2,1919234109,1,1,0,1,0,1,,0,,2,31110,,3660,41.8919524372294,-87.7525020450224,SF,13,0,5,16092130040000,1,,,2019,77,,7713,1900.0,,74825.0,2020-02-10 00:00:00,Single Family Residence
370,2,4,2,0,1,2,0,7,,,426 NORTH LECLAIRE AVENUE,0,3,0,2,3,,,124140,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,1,0,1,0,1,,0,,2,34270,,4032,41.8886345036736,-87.7532731378723,MF,13,0,5,16092250240000,1,,,2019,77,,7713,1925.0,,1312500.0,2020-02-11 00:00:00,Apartment house (5+ units)
371,1,3,2,0,1,2,0,6,,,233 NORTH LOREL AVENUE,0,3,0,2,3,,,114020,2,205,2 OR MORE STORIES,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,27840,,3276,41.8853262097488,-87.7585716118568,SF,13,0,5,16093110030000,1,,,2019,77,,7713,1895.0,,163000.0,2020-02-04 00:00:00,Single Family Residence
372,2,3,2,0,1,1.5,0,6,,,228 NORTH LARAMIE AVENUE,0,1,1,1,3,,,113150,5,203,MEDIUM 1 STORY,,2,0,,1,,2,,3,1,0,0,0,0,,0,,2,26770,,3150,41.8852360715191,-87.7555978583859,SF,13,0,5,16093130370000,1,,,2019,77,,7713,1900.0,,167000.0,2020-02-10 00:00:00,Single Family Residence
373,2,4,2,0,1,2,0,7,,,179 NORTH LAVERGNE AVENUE,0,3,0,2,3,,,136440,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,31050,,3654,41.8840525648098,-87.7499537653476,MF,13,0,5,16094160030000,1,,,2019,77,,7713,1914.0,,200000.0,2020-02-06 00:00:00,Apartment house (5+ units)
374,3,5,2,0,1,2,0,7,,,4935 WEST WEST END AVENUE,0,3,0,2,3,,,138520,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,1913318076,3,1,0,1,0,1,,0,,2,61200,,7200,41.8826996050741,-87.7492144354201,MF,13,0,5,16094230070000,1,,,2019,77,,7713,1915.0,,390500.0,2020-02-05 00:00:00,Apartment house (5+ units)
375,1,2,2,0,1,1,0,4,,,4749 WEST RACE AVENUE,0,3,0,2,3,,,51050,1,202,SMALL 1 STORY,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,34960,,2976,41.8902283112306,-87.7451134698281,SF,101,0,5,16101100030000,1,,,2019,77,,77101,1895.0,,86000.0,2020-02-07 00:00:00,Single Family Residence
376,4,6,2,1,1,2,0,9,,,219 NORTH CICERO AVENUE,0,3,0,3,3,,,60700,2,212,MIXED USE,,2,0,,2,,2,,1,2,0,2,0,2,,0,,2,14830,,2525,41.8850739392993,-87.7451425778074,MF,102,1,5,16103120030000,2,,,2019,77,,77102,1904.0,,183000.0,2020-02-14 00:00:00,Apartment house (5+ units)
377,4,6,2,1,1,2,0,9,,,217 NORTH CICERO AVENUE,0,3,0,3,3,,,75310,2,212,MIXED USE,,2,0,,2,,2,,1,2,0,2,0,2,,0,,2,15820,,2525,41.8850052098152,-87.745140014066,MF,102,1,5,16103120040000,2,,,2019,77,,77102,1929.0,,217000.0,2020-02-14 00:00:00,Apartment house (5+ units)
378,2,6,2,0,1,1.5,0,11,,,4503 WEST FULTON STREET,0,1,1,2,3,,,97770,5,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,1,0,2,0,1,,0,,2,31720,,2700,41.8851231270987,-87.7383355110763,MF,102,0,5,16103160150000,1,,,2019,77,,77102,1897.0,,209000.0,2020-02-06 00:00:00,Apartment house (5+ units)
379,2,4,2,0,1,2,0,8,,,4134 WEST CARROLL AVENUE,0,3,0,1,3,,,96380,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,1,0,2,0,1,,0,,2,36710,,3125,41.8870429456862,-87.7296760993026,MF,102,0,5,16104020240000,6,,,2019,77,,77102,1885.0,,55000.0,2020-02-24 00:00:00,Apartment house (5+ units)
380,2,4,2,0,1,2,0,10,,,4129 WEST WEST END AVENUE,0,3,0,1,3,,,116210,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,1919249148,1,2,0,0,0,0,,0,,2,49350,,4200,41.8828935211744,-87.7293245579571,MF,102,0,5,16104200120000,2,,,2019,77,,77102,1915.0,,85000.0,2020-01-28 00:00:00,Apartment house (5+ units)
381,2,3,2,0,1,1.5,0,7,,,515 NORTH HARDING AVENUE,0,1,2,4,3,,,63360,5,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,1,3,0,0,0,0,,0,,2,35530,,3024,41.890413577875,-87.7243639388296,MF,101,0,5,16111190180000,1,,,2019,77,,77101,1890.0,,145500.0,2020-02-21 00:00:00,Apartment house (5+ units)
382,2,3,2,0,1,2,0,5,,,3653 WEST OHIO STREET,0,3,0,2,3,,,80450,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,1,0,0,0,0,,0,,2,18400,,1566,41.8915556708462,-87.7182452002043,MF,101,0,5,16111240040000,1,,,2019,77,,77101,1895.0,,187000.0,2020-02-03 00:00:00,Apartment house (5+ units)
383,1,3,2,0,1,1,1,9,,,424 NORTH LAWNDALE AVENUE,0,1,1,1,3,,,51670,1,202,SMALL 1 STORY,,0,0,,1,,2,,2,2,0,1.5,0,3,,0,,2,36710,,3125,41.8888760412963,-87.7189102601064,SF,101,0,5,16111310400000,1,,,2019,77,,77101,1890.0,,189000.0,2020-02-14 00:00:00,Single Family Residence
384,1,3,2,0,1,2,1,4,,,718 NORTH SAWYER AVENUE,0,3,0,1,3,,,111950,2,207,2 OR MORE STORIES,,2,0,,1,,2,1913017068,3,3,0,2,0,1,,0,,2,35250,,3000,41.8943252114908,-87.7080926863366,SF,101,0,5,16112060320000,1,,,2019,77,,77101,1963.0,,126000.0,2020-02-06 00:00:00,Single Family Residence
385,2,3,2,0,1,2,1,5,,,533 NORTH DRAKE AVENUE,0,3,0,1,1,,,81800,2,210,TOWNHOUSE,,2,1,,1,,2,,3,2,0,1,0,1,,0,,2,25460,,2167,41.8912445243256,-87.7146153929185,SF,101,0,5,16112170070000,1,,,2019,77,,77101,1895.0,,79000.0,2020-01-30 00:00:00,Townhouse
386,3,9,2,0,1,3,3,21,,,306 NORTH HAMLIN AVENUE,0,3,0,2,3,,,230040,3,211,MULTI: 2 TO 6 UNITS,,2,1,,1,,2,1915755046,3,2,0,0,0,0,,0,,2,48420,,4121,41.8855290979996,-87.7213770754077,MF,102,0,5,16113040410000,2,,,2019,77,,77102,2008.0,,365000.0,2020-02-14 00:00:00,Apartment house (5+ units)
387,3,6,2,0,1,2,0,15,,,620 NORTH TROY STREET,0,3,0,2,3,,,118520,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,2,0,0,0,0,,0,,2,35930,,3058,41.892580371014,-87.705588209344,MF,101,0,5,16121020330000,2,,,2019,77,,77101,1905.0,,299000.0,2020-02-21 00:00:00,Apartment house (5+ units)
388,2,4,2,0,1,2,0,6,,,614 NORTH ALBANY AVENUE,0,3,0,2,3,,,130890,2,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,37300,,3175,41.8924573284929,-87.7043529731948,MF,101,0,5,16121030400000,1,,,2019,77,,77101,1905.0,,62500.0,2020-01-30 00:00:00,Apartment house (5+ units)
389,4,7,2,0,1,3,0,20,,,522 NORTH TROY STREET,0,3,0,1,2,,,159310,3,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,2,0,0,0,0,,0,,2,37430,,3186,41.8910772041937,-87.705538753185,MF,101,0,5,16121060390000,2,,,2019,77,,77101,1918.0,,405000.0,2020-02-14 00:00:00,Apartment house (5+ units)
390,1,2,2,0,1,1,1,4,,,2511 WEST SUPERIOR STREET,0,1,3,1,3,,,300900,1,202,SMALL 1 STORY,,2,0,,1,,2,,3,2,0,2,0,1,,0,,2,100360,,2952,41.8945344867909,-87.6897992162819,SF,120,0,5,16122060180000,1,,,2019,77,,77120,1895.0,,365000.0,2020-02-04 00:00:00,Single Family Residence
391,3,6,2,0,1,3,0,15,,,2926 WEST FULTON STREET,0,3,0,1,3,,,189390,3,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,2,0,0,0,0,,0,,2,42300,,3600,41.8868359105136,-87.7000583763243,MF,102,0,5,16123060360000,2,,,2019,77,,77102,1890.0,,529000.0,2020-02-06 00:00:00,Apartment house (5+ units)
392,3,9,2,0,1,3,0,18,,,3169 WEST MONROE STREET,0,3,0,1,3,,,138100,3,211,MULTI: 2 TO 6 UNITS,,0,0,,1,,2,,3,2,0,0,0,0,,0,,2,35250,,3000,41.8793369390226,-87.7054979281655,MF,102,0,5,16131070590000,2,,,2019,77,,77102,1900.0,,294000.0,2020-02-06 00:00:00,Apartment house (5+ units)
393,2,3,2,0,1,2,0,5,,,2931 WEST ADAMS STREET,0,3,0,2,3,,,101790,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,1911313069,3,1,0,0,0,0,,0,,2,18330,,1560,41.8781253661328,-87.6998811912415,MF,102,0,5,16131160430000,1,,,2019,77,,77102,1890.0,,96500.0,2020-02-24 00:00:00,Apartment house (5+ units)
394,2,8,2,0,1,2,0,15,,,2927 WEST ADAMS STREET,0,3,0,1,3,,,13850,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,3,0,0,0,0,,0,,2,18510,,1576,41.8781269721475,-87.69979258608,MF,102,0,5,16131160440000,2,,,2019,77,,77102,1890.0,,100000.0,2020-01-30 00:00:00,Apartment house (5+ units)
395,2,4,2,0,1,2,0,6,,,2718 WEST MONROE STREET,0,3,0,2,3,,,152050,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,1,0,0,0,0,,0,,2,68180,,3247,41.8804351584406,-87.6946923980854,MF,103,0,5,16132000320000,1,,,2019,77,,77103,1900.0,,106000.0,2020-02-24 00:00:00,Apartment house (5+ units)
396,1,2,2,0,1,1,0,4,,,2432 WEST ARTHINGTON STREET,0,3,0,2,3,,,150480,1,202,SMALL 1 STORY,,0,0,,1,,2,,3,1,0,1,0,1,,0,,2,65620,,3125,41.8704980707886,-87.6875195563715,SF,103,0,5,16134150280000,1,,,2019,77,,77103,1895.0,,155000.0,2020-02-06 00:00:00,Single Family Residence
397,3,6,2,0,1,2,0,14,,,2444 WEST ARTHINGTON STREET,0,3,0,1,2,,,353560,2,211,MULTI: 2 TO 6 UNITS,,2,1,,1,,2,,3,2,0,0,0,0,,0,,2,65620,,3125,41.8704933342732,-87.6879757953459,MF,103,0,5,16134150560000,1,,,2019,77,,77103,2001.0,,700000.0,2020-02-21 00:00:00,Apartment house (5+ units)
398,6,12,2,0,1,3,0,30,,,3328 WEST ADAMS STREET,0,3,0,1,3,,,194290,3,211,MULTI: 2 TO 6 UNITS,,2,0,,2,,2,,3,2,0,0,0,0,,0,,2,106330,,9050,41.8787047922759,-87.7095102843329,MF,102,0,5,16142060440000,2,,,2019,77,,77102,1908.0,,670000.0,2020-02-13 00:00:00,Apartment house (5+ units)
399,2,4,2,0,1,2,0,10,,,3335 WEST ADAMS STREET,0,3,0,1,3,,,92250,2,211,MULTI: 2 TO 6 UNITS,,2,0,,1,,2,,3,2,0,0,0,0,,0,,2,39780,,3386,41.8780480646307,-87.709740228759,MF,102,0,5,16142100100000,2,,,2019,77,,77102,1878.0,,245000.0,2020-02-13 00:00:00,Apartment house (5+ units)
